Gene	Gene name	Reliability	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000179958	DCTPP1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000179965	ZNF771	Approved			Nucleoli;Nucleus			Nucleoli;Nucleus		Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000179981	TSHZ1	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000179988	PSTK	Approved			Actin filaments;Nuclear bodies;Nucleoli		Nucleoli			Actin filaments (GO:0015629);Nuclear bodies (GO:0016604);Nucleoli (GO:0005730)
ENSG00000180008	SOCS4	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000180011	ZADH2	Approved			Golgi apparatus;Nucleus;Vesicles					Golgi apparatus (GO:0005794);Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000180035	ZNF48	Supported		Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000180071	ANKRD18A	Supported		Cytosol;Nucleoli				Cytosol;Nucleoli		Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000180089	TMEM86B	Approved			Centrosome;Midbody				Midbody (biological definition)	Centrosome (GO:0005813);Midbody (GO:0030496)
ENSG00000180096	SEPT1	Uncertain				Actin filaments				Actin filaments (GO:0015629)
ENSG00000180098	TRNAU1AP	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000180104	EXOC3	Approved			Mitochondria;Nucleoplasm		Mitochondria		N/A (custom data)	Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000180138	CSNK1A1L	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000180182	MED14	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000180185	FAHD1	Enhanced	Mitochondria;Nucleus							Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000180190	TDRP	Supported		Cytosol	Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000180198	RCC1	Supported		Nuclear membrane;Nucleus						Nuclear membrane (GO:0031965);Nucleus (GO:0005634)
ENSG00000180228	PRKRA	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000180251	SLC9A4	Approved			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000180257	ZNF816	Uncertain				Nucleoli				Nucleoli (GO:0005730)
ENSG00000180263	FGD6	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000180287	PLD5	Approved			Cytosol;Mitochondria;Vesicles		Mitochondria		N/A (custom data)	Cytosol (GO:0005829);Mitochondria (GO:0005739);Vesicles (GO:0043231)
ENSG00000180304	OAZ2	Approved			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000180316	PNPLA1	Uncertain				Intermediate filaments				Intermediate filaments (GO:0045111)
ENSG00000180318	ALX1	Supported		Nuclear bodies;Nucleoplasm		Golgi apparatus				Golgi apparatus (GO:0005794);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000180329	CCDC43	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000180332	KCTD4	Approved			Microtubule organizing center					Microtubule organizing center (GO:0005815)
ENSG00000180336	MEIOC	Uncertain				Cell Junctions				Cell Junctions (GO:0030054)
ENSG00000180340	FZD2	Approved			Cell Junctions;Nuclear bodies;Nucleus					Cell Junctions (GO:0030054);Nuclear bodies (GO:0016604);Nucleus (GO:0005634)
ENSG00000180346	TIGD2	Approved			Nuclear bodies					Nuclear bodies (GO:0016604)
ENSG00000180347	CCDC129	Uncertain				Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000180353	HCLS1	Supported		Cytosol;Plasma membrane			Cytosol			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000180354	MTURN	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000180357	ZNF609	Enhanced	Nucleoplasm		Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000180370	PAK2	Enhanced	Nucleus	Vesicles						Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000180376	CCDC66	Approved			Cell Junctions;Microtubule organizing center;Midbody ring				Midbody ring (biological definition)	Cell Junctions (GO:0030054);Microtubule organizing center (GO:0005815);Midbody ring (GO:0090543)
ENSG00000180423	HARBI1	Enhanced	Cytosol;Plasma membrane							Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000180425	C11orf71	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000180440	SERTM1	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000180447	GAS1	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000180479	ZNF571	Approved			Nucleoli;Nucleus;Plasma membrane					Nucleoli (GO:0005730);Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000180488	MIGA1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000180530	NRIP1	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000180535	BHLHA15	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000180537	RNF182	Approved			Golgi apparatus;Nucleus;Vesicles					Golgi apparatus (GO:0005794);Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000180543	TSPYL5	Approved			Cytosol;Golgi apparatus			Cytosol;Golgi apparatus		Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000180549	FUT7	Approved			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000180596	HIST1H2BC	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000180611	MB21D2	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000180616	SSTR2	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000180626	ZNF594	Enhanced	Nucleus							Nucleus (GO:0005634)
ENSG00000180628	PCGF5	Supported		Nucleoli						Nucleoli (GO:0005730)
ENSG00000180644	PRF1	Approved			Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000180660	MAB21L1	Enhanced	Nucleus	Cytosol						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000180667	YOD1	Supported		Cytosol;Nucleoplasm;Plasma membrane						Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000180720	CHRM4	Uncertain				Golgi apparatus;Nucleus				Golgi apparatus (GO:0005794);Nucleus (GO:0005634)
ENSG00000180730	SHISA2	Approved			Nuclear bodies;Nucleoplasm;Vesicles					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000180758	GPR157	Uncertain				Cell Junctions;Nucleoli;Plasma membrane				Cell Junctions (GO:0030054);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ENSG00000180773	SLC36A4	Approved			Cytosol;Golgi apparatus;Plasma membrane					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000180776	ZDHHC20	Uncertain				Mitochondria;Plasma membrane;Vesicles				Mitochondria (GO:0005739);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000180777	ANKRD30B	Uncertain				Nucleoli				Nucleoli (GO:0005730)
ENSG00000180787	ZFP3	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000180801	ARSJ	Supported		Actin filaments	Nucleoli			Actin filaments		Actin filaments (GO:0015629);Nucleoli (GO:0005730)
ENSG00000180806	HOXC9	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000180815	MAP3K15	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000180817	PPA1	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000180818	HOXC10	Supported		Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000180822	PSMG4	Approved			Mitochondria;Nucleus		Mitochondria;Nucleus			Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000180834	MAP6D1	Approved			Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000180855	ZNF443	Uncertain				Microtubule organizing center;Nucleoplasm				Microtubule organizing center (GO:0005815);Nucleoplasm (GO:0005654)
ENSG00000180881	CAPS2	Approved			Centrosome;Nucleoli;Nucleus		Nucleoli			Centrosome (GO:0005813);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000180884	ZNF792	Approved			Nuclear bodies;Nucleoplasm					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000180891	CUEDC1	Uncertain				Centrosome;Cytosol;Mitochondria				Centrosome (GO:0005813);Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000180900	SCRIB	Enhanced	Cell Junctions;Nucleoplasm;Plasma membrane		Rods & Rings					Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Rods & Rings ()
ENSG00000180902	D2HGDH	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000180917	CMTR2	Approved			Cell Junctions;Nuclear speckles					Cell Junctions (GO:0030054);Nuclear speckles (GO:0016607)
ENSG00000180921	FAM83H	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000180938	ZNF572	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000180957	PITPNB	Approved			Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000180964	TCEAL8	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000180979	LRRC57	Approved			Cytosol;Mitochondria					Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000180992	MRPL14	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000180998	GPR137C	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000181007	ZFP82	Approved			Cytosol;Nuclear membrane;Nucleoplasm					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000181016	LSMEM1	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000181019	NQO1	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000181026	AEN	Supported		Nuclear membrane;Nucleoli;Nucleus			Nuclear membrane			Nuclear membrane (GO:0031965);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000181027	FKRP	Approved			Cytosol;Golgi apparatus;Nucleus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleus (GO:0005634)
ENSG00000181029	TRAPPC5	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000181035	SLC25A42	Supported		Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000181045	SLC26A11	Supported		Vesicles	Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000181061	HIGD1A	Supported		Mitochondria;Nucleoplasm						Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000181085	MAPK15	Approved			Cell Junctions;Cytosol;Nucleoplasm					Cell Junctions (GO:0030054);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000181090	EHMT1	Supported		Nuclear bodies;Nucleoplasm			Nuclear bodies			Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000181135	ZNF707	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000181163	NPM1	Enhanced	Nucleoli	Nucleus				Nucleoli;Nucleus		Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000181191	PJA1	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000181192	DHTKD1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000181222	POLR2A	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000181234	TMEM132C	Supported		Centrosome;Cytosol						Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000181264	TMEM136	Approved			Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000181274	FRAT2	Approved			Mitochondria;Nucleus		Mitochondria			Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000181284	TMEM102	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000181315	ZNF322	Supported		Cytosol;Nucleus	Centrosome					Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000181355	OFCC1	Approved			Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000181381	DDX60L	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000181396	OGFOD3	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000181404	WASHC1	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000181409	AATK	Uncertain				Mitochondria				Mitochondria (GO:0005739)
ENSG00000181418	DDN	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000181433	SAGE1	Enhanced	Nucleus							Nucleus (GO:0005634)
ENSG00000181444	ZNF467	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000181449	SOX2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000181450	ZNF678	Approved			Cytosol;Mitochondria;Nucleoli			Mitochondria;Nucleoli		Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000181458	TMEM45A	Approved			Endoplasmic reticulum;Vesicles					Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
ENSG00000181472	ZBTB2	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000181481	RNF135	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000181513	ACBD4	Approved			Nucleus;Vesicles		Nucleus			Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000181541	MAB21L2	Enhanced	Nucleus	Cytosol						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000181555	SETD2	Approved			Cytosol;Nuclear speckles					Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000181577	C6orf223	Approved			Nucleoli fibrillar center					Nucleoli fibrillar center (GO:0001650)
ENSG00000181585	TMIE	Uncertain				Cytosol;Vesicles				Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000181610	MRPS23	Supported		Mitochondria;Nuclear membrane				Mitochondria;Nuclear membrane		Mitochondria (GO:0005739);Nuclear membrane (GO:0031965)
ENSG00000181625	SLX1B	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000181634	TNFSF15	Approved			Cytosol;Nuclear membrane;Nucleus					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleus (GO:0005634)
ENSG00000181638	ZFP41	Uncertain				Nucleoli;Nucleus;Plasma membrane	Nucleoli;Nucleus			Nucleoli (GO:0005730);Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000181649	PHLDA2	Uncertain				Nucleoli				Nucleoli (GO:0005730)
ENSG00000181666	HKR1	Supported		Golgi apparatus;Mitochondria;Nucleoplasm			Mitochondria			Golgi apparatus (GO:0005794);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000181690	PLAG1	Supported		Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000181704	YIPF6	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000181722	ZBTB20	Supported		Nuclear bodies;Nucleoplasm			Nuclear bodies			Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000181754	AMIGO1	Approved			Nuclear bodies;Nucleoplasm					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000181788	SIAH2	Supported		Nucleoplasm;Vesicles						Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000181789	COPG1	Supported		Golgi apparatus	Cytosol;Nucleoplasm		Golgi apparatus			Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000181817	LSM10	Supported		Nuclear bodies;Nucleus						Nuclear bodies (GO:0016604);Nucleus (GO:0005634)
ENSG00000181826	RELL1	Supported		Microtubules;Plasma membrane						Microtubules (GO:0015630);Plasma membrane (GO:0005886)
ENSG00000181827	RFX7	Approved			Nuclear membrane;Nucleus					Nuclear membrane (GO:0031965);Nucleus (GO:0005634)
ENSG00000181830	SLC35C1	Supported		Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000181852	RNF41	Approved			Midbody ring;Nuclear bodies;Nucleus				Midbody ring (biological definition)	Midbody ring (GO:0090543);Nuclear bodies (GO:0016604);Nucleus (GO:0005634)
ENSG00000181873	IBA57	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000181885	CLDN7	Approved		Cell Junctions	Vesicles					Cell Junctions (GO:0030054);Vesicles (GO:0043231)
ENSG00000181894	ZNF329	Approved			Nuclear membrane;Nucleoplasm					Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000181904	C5orf24	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000181924	COA4	Approved			Mitochondria;Nucleoli fibrillar center;Nucleus					Mitochondria (GO:0005739);Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000181929	PRKAG1	Approved			Cytosol;Nuclear bodies;Nucleoplasm					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000181938	GINS3	Enhanced	Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000181982	CCDC149	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000181991	MRPS11	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000182010	RTKN2	Approved			Mitochondria;Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000182013	PNMAL1	Approved			Cytosol;Nuclear bodies;Nucleoplasm					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000182022	CHST15	Approved			Centrosome;Cytosol					Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000182054	IDH2	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000182087	TMEM259	Approved			Endoplasmic reticulum;Nuclear speckles					Endoplasmic reticulum (GO:0005783);Nuclear speckles (GO:0016607)
ENSG00000182095	TNRC18	Approved			Cytosol;Mitochondria;Nuclear membrane;Nucleoplasm					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000182103	FAM181B	Approved			Mitochondria;Nuclear membrane					Mitochondria (GO:0005739);Nuclear membrane (GO:0031965)
ENSG00000182108	DEXI	Approved			Cytosol;Nuclear speckles					Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000182117	NOP10	Supported		Nuclear bodies						Nuclear bodies (GO:0016604)
ENSG00000182118	FAM89A	Approved			Golgi apparatus;Nucleoplasm;Vesicles					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000182134	TDRKH	Approved			Centrosome;Cytosol					Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000182149	IST1	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000182150	ERCC6L2	Approved			Nucleoplasm	Cytosol				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000182154	MRPL41	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000182158	CREB3L2	Supported		Nucleoplasm	Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783);Nucleoplasm (GO:0005654)
ENSG00000182175	RGMA	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000182179	UBA7	Approved			Cytosol;Nucleoplasm;Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000182180	MRPS16	Supported		Mitochondria	Cytosol					Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000182185	RAD51B	Approved			Nuclear bodies;Nucleoplasm					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000182195	LDOC1	Supported		Nucleoli;Nucleus						Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000182199	SHMT2	Enhanced	Microtubules;Mitochondria							Microtubules (GO:0015630);Mitochondria (GO:0005739)
ENSG00000182208	MOB2	Supported		Cytosol;Nucleoli;Nucleus						Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000182224	CYB5D1	Approved			Golgi apparatus;Nucleoli					Golgi apparatus (GO:0005794);Nucleoli (GO:0005730)
ENSG00000182247	UBE2E2	Approved			Nucleoplasm		Nucleoplasm		N/A (custom data)	Nucleoplasm (GO:0005654)
ENSG00000182261	NLRP10	Approved			Nuclear membrane;Nucleoplasm					Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000182263	FIGN	Approved			Cell Junctions;Cytosol;Nucleoplasm;Plasma membrane;Vesicles					Cell Junctions (GO:0030054);Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000182271	TMIGD1	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000182272	B4GALNT4	Approved			Cytokinetic bridge;Microtubules;Mitotic spindle;Nucleoplasm		Cytokinetic bridge;Mitotic spindle		Cytokinetic bridge (biological definition);Mitotic spindle (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Mitotic spindle (GO:0072686);Nucleoplasm (GO:0005654)
ENSG00000182287	AP1S2	Supported		Golgi apparatus;Vesicles						Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000182307	C8orf33	Uncertain				Nucleoplasm;Plasma membrane				Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000182318	ZSCAN22	Approved			Actin filaments;Cytosol;Plasma membrane					Actin filaments (GO:0015629);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000182324	KCNJ14	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000182325	FBXL6	Approved			Nucleus		Nucleus			Nucleus (GO:0005634)
ENSG00000182326	C1S	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000182327	GLTPD2	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000182362	YBEY	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000182378	PLCXD1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000182400	TRAPPC6B	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000182405	PGBD4	Approved			Centrosome;Nucleoplasm					Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000182446	NPLOC4	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000182463	TSHZ2	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000182472	CAPN12	Approved			Focal adhesion sites;Nucleoplasm					Focal adhesion sites (GO:0005925);Nucleoplasm (GO:0005654)
ENSG00000182473	EXOC7	Approved			Cytosol;Plasma membrane;Vesicles					Cytosol (GO:0005829);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000182481	KPNA2	Enhanced	Cytosol;Nucleoplasm				Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000182492	BGN	Approved			Endoplasmic reticulum;Golgi apparatus					Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794)
